"Dataset","Series Key","Series","Observation Date","Observation Value","Unit","Observation Status","Observation Status Comment"
"Bank Floating Month End Exchange Rates  (USD per National Currency)","TS_GP_ER_FMEERUSD_M.E00250","Month End USD per PKR","31-Dec-1956",".209657","USD","Normal",""
"Bank Floating Month End Exchange Rates  (USD per National Currency)","TS_GP_ER_FMEERUSD_M.E00250","Month End USD per PKR","30-Nov-1956",".209657","USD","Normal",""
"Bank Floating Month End Exchange Rates  (USD per National Currency)","TS_GP_ER_FMEERUSD_M.E00250","Month End USD per PKR","31-Oct-1956",".209657","USD","Normal",""
"Bank Floating Month End Exchange Rates  (USD per National Currency)","TS_GP_ER_FMEERUSD_M.E00250","Month End USD per PKR","30-Sep-1956",".209657","USD","Normal",""
"Bank Floating Month End Exchange Rates  (USD per National Currency)","TS_GP_ER_FMEERUSD_M.E00250","Month End USD per PKR","31-Aug-1956",".209657","USD","Normal",""
"Bank Floating Month End Exchange Rates  (USD per National Currency)","TS_GP_ER_FMEERUSD_M.E00250","Month End USD per PKR","31-Jul-1956",".209657","USD","Normal",""
"Bank Floating Month End Exchange Rates  (USD per National Currency)","TS_GP_ER_FMEERUSD_M.E00250","Month End USD per PKR","30-Jun-1956",".209657","USD","Normal",""
"Bank Floating Month End Exchange Rates  (USD per National Currency)","TS_GP_ER_FMEERUSD_M.E00250","Month End USD per PKR","31-May-1956",".209657","USD","Normal",""
"Bank Floating Month End Exchange Rates  (USD per National Currency)","TS_GP_ER_FMEERUSD_M.E00250","Month End USD per PKR","30-Apr-1956",".209657","USD","Normal",""
"Bank Floating Month End Exchange Rates  (USD per National Currency)","TS_GP_ER_FMEERUSD_M.E00250","Month End USD per PKR","31-Mar-1956",".209657","USD","Normal",""
"Bank Floating Month End Exchange Rates  (USD per National Currency)","TS_GP_ER_FMEERUSD_M.E00250","Month End USD per PKR","29-Feb-1956",".209657","USD","Normal",""
"Bank Floating Month End Exchange Rates  (USD per National Currency)","TS_GP_ER_FMEERUSD_M.E00250","Month End USD per PKR","31-Jan-1956",".209657","USD","Normal",""
"Bank Floating Month End Exchange Rates  (USD per National Currency)","TS_GP_ER_FMEERUSD_M.E00250","Month End USD per PKR","31-Dec-1955",".209657","USD","Normal",""
"Bank Floating Month End Exchange Rates  (USD per National Currency)","TS_GP_ER_FMEERUSD_M.E00250","Month End USD per PKR","30-Nov-1955",".209657","USD","Normal",""
"Bank Floating Month End Exchange Rates  (USD per National Currency)","TS_GP_ER_FMEERUSD_M.E00250","Month End USD per PKR","31-Oct-1955",".209657","USD","Normal",""
"Bank Floating Month End Exchange Rates  (USD per National Currency)","TS_GP_ER_FMEERUSD_M.E00250","Month End USD per PKR","30-Sep-1955",".209657","USD","Normal",""
"Bank Floating Month End Exchange Rates  (USD per National Currency)","TS_GP_ER_FMEERUSD_M.E00250","Month End USD per PKR","31-Aug-1955",".209657","USD","Normal",""
"Bank Floating Month End Exchange Rates  (USD per National Currency)","TS_GP_ER_FMEERUSD_M.E00250","Month End USD per PKR","31-Jul-1955",".30225","USD","Normal",""
"Bank Floating Month End Exchange Rates  (USD per National Currency)","TS_GP_ER_FMEERUSD_M.E00250","Month End USD per PKR","30-Jun-1955",".30225","USD","Normal",""
"Bank Floating Month End Exchange Rates  (USD per National Currency)","TS_GP_ER_FMEERUSD_M.E00250","Month End USD per PKR","31-May-1955",".30225","USD","Normal",""
"Bank Floating Month End Exchange Rates  (USD per National Currency)","TS_GP_ER_FMEERUSD_M.E00250","Month End USD per PKR","30-Apr-1955",".30225","USD","Normal",""
"Bank Floating Month End Exchange Rates  (USD per National Currency)","TS_GP_ER_FMEERUSD_M.E00250","Month End USD per PKR","31-Mar-1955",".30225","USD","Normal",""
"Bank Floating Month End Exchange Rates  (USD per National Currency)","TS_GP_ER_FMEERUSD_M.E00250","Month End USD per PKR","28-Feb-1955",".30225","USD","Normal",""
"Bank Floating Month End Exchange Rates  (USD per National Currency)","TS_GP_ER_FMEERUSD_M.E00250","Month End USD per PKR","31-Jan-1955",".30225","USD","Normal",""
"Bank Floating Month End Exchange Rates  (USD per National Currency)","TS_GP_ER_FMEERUSD_M.E00250","Month End USD per PKR","31-Dec-1954",".30225","USD","Normal",""
"Bank Floating Month End Exchange Rates  (USD per National Currency)","TS_GP_ER_FMEERUSD_M.E00250","Month End USD per PKR","30-Nov-1954",".30225","USD","Normal",""
"Bank Floating Month End Exchange Rates  (USD per National Currency)","TS_GP_ER_FMEERUSD_M.E00250","Month End USD per PKR","31-Oct-1954",".30225","USD","Normal",""
"Bank Floating Month End Exchange Rates  (USD per National Currency)","TS_GP_ER_FMEERUSD_M.E00250","Month End USD per PKR","30-Sep-1954",".30225","USD","Normal",""
"Bank Floating Month End Exchange Rates  (USD per National Currency)","TS_GP_ER_FMEERUSD_M.E00250","Month End USD per PKR","31-Aug-1954",".30225","USD","Normal",""
"Bank Floating Month End Exchange Rates  (USD per National Currency)","TS_GP_ER_FMEERUSD_M.E00250","Month End USD per PKR","31-Jul-1954",".30225","USD","Normal",""
"Bank Floating Month End Exchange Rates  (USD per National Currency)","TS_GP_ER_FMEERUSD_M.E00250","Month End USD per PKR","30-Jun-1954",".30225","USD","Normal",""
"Bank Floating Month End Exchange Rates  (USD per National Currency)","TS_GP_ER_FMEERUSD_M.E00250","Month End USD per PKR","31-May-1954",".30225","USD","Normal",""
"Bank Floating Month End Exchange Rates  (USD per National Currency)","TS_GP_ER_FMEERUSD_M.E00250","Month End USD per PKR","30-Apr-1954",".30225","USD","Normal",""
"Bank Floating Month End Exchange Rates  (USD per National Currency)","TS_GP_ER_FMEERUSD_M.E00250","Month End USD per PKR","31-Mar-1954",".30225","USD","Normal",""
"Bank Floating Month End Exchange Rates  (USD per National Currency)","TS_GP_ER_FMEERUSD_M.E00250","Month End USD per PKR","28-Feb-1954",".30225","USD","Normal",""
"Bank Floating Month End Exchange Rates  (USD per National Currency)","TS_GP_ER_FMEERUSD_M.E00250","Month End USD per PKR","31-Jan-1954",".30225","USD","Normal",""
"Bank Floating Month End Exchange Rates  (USD per National Currency)","TS_GP_ER_FMEERUSD_M.E00250","Month End USD per PKR","31-Dec-1953",".30225","USD","Normal",""
"Bank Floating Month End Exchange Rates  (USD per National Currency)","TS_GP_ER_FMEERUSD_M.E00250","Month End USD per PKR","30-Nov-1953",".30225","USD","Normal",""
"Bank Floating Month End Exchange Rates  (USD per National Currency)","TS_GP_ER_FMEERUSD_M.E00250","Month End USD per PKR","31-Oct-1953",".30225","USD","Normal",""
"Bank Floating Month End Exchange Rates  (USD per National Currency)","TS_GP_ER_FMEERUSD_M.E00250","Month End USD per PKR","30-Sep-1953",".30225","USD","Normal",""
"Bank Floating Month End Exchange Rates  (USD per National Currency)","TS_GP_ER_FMEERUSD_M.E00250","Month End USD per PKR","31-Aug-1953",".30225","USD","Normal",""
"Bank Floating Month End Exchange Rates  (USD per National Currency)","TS_GP_ER_FMEERUSD_M.E00250","Month End USD per PKR","31-Jul-1953",".30225","USD","Normal",""
"Bank Floating Month End Exchange Rates  (USD per National Currency)","TS_GP_ER_FMEERUSD_M.E00250","Month End USD per PKR","30-Jun-1953",".30225","USD","Normal",""
"Bank Floating Month End Exchange Rates  (USD per National Currency)","TS_GP_ER_FMEERUSD_M.E00250","Month End USD per PKR","31-May-1953",".30225","USD","Normal",""
"Bank Floating Month End Exchange Rates  (USD per National Currency)","TS_GP_ER_FMEERUSD_M.E00250","Month End USD per PKR","30-Apr-1953",".30225","USD","Normal",""
"Bank Floating Month End Exchange Rates  (USD per National Currency)","TS_GP_ER_FMEERUSD_M.E00250","Month End USD per PKR","31-Mar-1953",".30225","USD","Normal",""
"Bank Floating Month End Exchange Rates  (USD per National Currency)","TS_GP_ER_FMEERUSD_M.E00250","Month End USD per PKR","28-Feb-1953",".30225","USD","Normal",""
"Bank Floating Month End Exchange Rates  (USD per National Currency)","TS_GP_ER_FMEERUSD_M.E00250","Month End USD per PKR","31-Jan-1953",".30225","USD","Normal",""
"Bank Floating Month End Exchange Rates  (USD per National Currency)","TS_GP_ER_FMEERUSD_M.E00250","Month End USD per PKR","31-Dec-1952",".30225","USD","Normal",""
"Bank Floating Month End Exchange Rates  (USD per National Currency)","TS_GP_ER_FMEERUSD_M.E00250","Month End USD per PKR","30-Nov-1952",".30225","USD","Normal",""
"Bank Floating Month End Exchange Rates  (USD per National Currency)","TS_GP_ER_FMEERUSD_M.E00250","Month End USD per PKR","31-Oct-1952",".30225","USD","Normal",""
"Bank Floating Month End Exchange Rates  (USD per National Currency)","TS_GP_ER_FMEERUSD_M.E00250","Month End USD per PKR","30-Sep-1952",".30225","USD","Normal",""
"Bank Floating Month End Exchange Rates  (USD per National Currency)","TS_GP_ER_FMEERUSD_M.E00250","Month End USD per PKR","31-Aug-1952",".30225","USD","Normal",""
"Bank Floating Month End Exchange Rates  (USD per National Currency)","TS_GP_ER_FMEERUSD_M.E00250","Month End USD per PKR","31-Jul-1952",".30225","USD","Normal",""
"Bank Floating Month End Exchange Rates  (USD per National Currency)","TS_GP_ER_FMEERUSD_M.E00250","Month End USD per PKR","30-Jun-1952",".30225","USD","Normal",""
"Bank Floating Month End Exchange Rates  (USD per National Currency)","TS_GP_ER_FMEERUSD_M.E00250","Month End USD per PKR","31-May-1952",".30225","USD","Normal",""
"Bank Floating Month End Exchange Rates  (USD per National Currency)","TS_GP_ER_FMEERUSD_M.E00250","Month End USD per PKR","30-Apr-1952",".30225","USD","Normal",""
"Bank Floating Month End Exchange Rates  (USD per National Currency)","TS_GP_ER_FMEERUSD_M.E00250","Month End USD per PKR","31-Mar-1952",".30225","USD","Normal",""
"Bank Floating Month End Exchange Rates  (USD per National Currency)","TS_GP_ER_FMEERUSD_M.E00250","Month End USD per PKR","29-Feb-1952",".30225","USD","Normal",""
"Bank Floating Month End Exchange Rates  (USD per National Currency)","TS_GP_ER_FMEERUSD_M.E00250","Month End USD per PKR","31-Jan-1952",".30225","USD","Normal",""
"Bank Floating Month End Exchange Rates  (USD per National Currency)","TS_GP_ER_FMEERUSD_M.E00250","Month End USD per PKR","31-Dec-1951",".30225","USD","Normal",""
"Bank Floating Month End Exchange Rates  (USD per National Currency)","TS_GP_ER_FMEERUSD_M.E00250","Month End USD per PKR","30-Nov-1951",".30225","USD","Normal",""
"Bank Floating Month End Exchange Rates  (USD per National Currency)","TS_GP_ER_FMEERUSD_M.E00250","Month End USD per PKR","31-Oct-1951",".30225","USD","Normal",""
"Bank Floating Month End Exchange Rates  (USD per National Currency)","TS_GP_ER_FMEERUSD_M.E00250","Month End USD per PKR","30-Sep-1951",".30225","USD","Normal",""
"Bank Floating Month End Exchange Rates  (USD per National Currency)","TS_GP_ER_FMEERUSD_M.E00250","Month End USD per PKR","31-Aug-1951",".30225","USD","Normal",""
"Bank Floating Month End Exchange Rates  (USD per National Currency)","TS_GP_ER_FMEERUSD_M.E00250","Month End USD per PKR","31-Jul-1951",".30225","USD","Normal",""
"Bank Floating Month End Exchange Rates  (USD per National Currency)","TS_GP_ER_FMEERUSD_M.E00250","Month End USD per PKR","30-Jun-1951",".30225","USD","Normal",""
"Bank Floating Month End Exchange Rates  (USD per National Currency)","TS_GP_ER_FMEERUSD_M.E00250","Month End USD per PKR","31-May-1951",".30225","USD","Normal",""
"Bank Floating Month End Exchange Rates  (USD per National Currency)","TS_GP_ER_FMEERUSD_M.E00250","Month End USD per PKR","30-Apr-1951",".30225","USD","Normal",""
"Bank Floating Month End Exchange Rates  (USD per National Currency)","TS_GP_ER_FMEERUSD_M.E00250","Month End USD per PKR","31-Mar-1951",".30225","USD","Normal",""
"Bank Floating Month End Exchange Rates  (USD per National Currency)","TS_GP_ER_FMEERUSD_M.E00250","Month End USD per PKR","28-Feb-1951",".30225","USD","Normal",""
"Bank Floating Month End Exchange Rates  (USD per National Currency)","TS_GP_ER_FMEERUSD_M.E00250","Month End USD per PKR","31-Jan-1951",".30225","USD","Normal",""
"Bank Floating Month End Exchange Rates  (USD per National Currency)","TS_GP_ER_FMEERUSD_M.E00250","Month End USD per PKR","31-Dec-1950",".30225","USD","Normal",""
"Bank Floating Month End Exchange Rates  (USD per National Currency)","TS_GP_ER_FMEERUSD_M.E00250","Month End USD per PKR","30-Nov-1950",".30225","USD","Normal",""
"Bank Floating Month End Exchange Rates  (USD per National Currency)","TS_GP_ER_FMEERUSD_M.E00250","Month End USD per PKR","31-Oct-1950",".30225","USD","Normal",""
"Bank Floating Month End Exchange Rates  (USD per National Currency)","TS_GP_ER_FMEERUSD_M.E00250","Month End USD per PKR","30-Sep-1950",".30225","USD","Normal",""
"Bank Floating Month End Exchange Rates  (USD per National Currency)","TS_GP_ER_FMEERUSD_M.E00250","Month End USD per PKR","31-Aug-1950",".30225","USD","Normal",""
"Bank Floating Month End Exchange Rates  (USD per National Currency)","TS_GP_ER_FMEERUSD_M.E00250","Month End USD per PKR","31-Jul-1950",".30225","USD","Normal",""
"Bank Floating Month End Exchange Rates  (USD per National Currency)","TS_GP_ER_FMEERUSD_M.E00250","Month End USD per PKR","30-Jun-1950",".30225","USD","Normal",""
"Bank Floating Month End Exchange Rates  (USD per National Currency)","TS_GP_ER_FMEERUSD_M.E00250","Month End USD per PKR","31-May-1950",".30225","USD","Normal",""
"Bank Floating Month End Exchange Rates  (USD per National Currency)","TS_GP_ER_FMEERUSD_M.E00250","Month End USD per PKR","30-Apr-1950",".30225","USD","Normal",""
"Bank Floating Month End Exchange Rates  (USD per National Currency)","TS_GP_ER_FMEERUSD_M.E00250","Month End USD per PKR","31-Mar-1950",".30225","USD","Normal",""
"Bank Floating Month End Exchange Rates  (USD per National Currency)","TS_GP_ER_FMEERUSD_M.E00250","Month End USD per PKR","28-Feb-1950",".30225","USD","Normal",""
"Bank Floating Month End Exchange Rates  (USD per National Currency)","TS_GP_ER_FMEERUSD_M.E00250","Month End USD per PKR","31-Jan-1950",".30225","USD","Normal",""
"Bank Floating Month End Exchange Rates  (USD per National Currency)","TS_GP_ER_FMEERUSD_M.E00250","Month End USD per PKR","31-Dec-1949",".30225","USD","Normal",""
"Bank Floating Month End Exchange Rates  (USD per National Currency)","TS_GP_ER_FMEERUSD_M.E00250","Month End USD per PKR","30-Nov-1949",".30225","USD","Normal",""
"Bank Floating Month End Exchange Rates  (USD per National Currency)","TS_GP_ER_FMEERUSD_M.E00250","Month End USD per PKR","31-Oct-1949",".30225","USD","Normal",""
"Bank Floating Month End Exchange Rates  (USD per National Currency)","TS_GP_ER_FMEERUSD_M.E00250","Month End USD per PKR","30-Sep-1949",".30225","USD","Normal",""
"Bank Floating Month End Exchange Rates  (USD per National Currency)","TS_GP_ER_FMEERUSD_M.E00250","Month End USD per PKR","31-Aug-1949",".30225","USD","Normal",""
"Bank Floating Month End Exchange Rates  (USD per National Currency)","TS_GP_ER_FMEERUSD_M.E00250","Month End USD per PKR","31-Jul-1949",".30225","USD","Normal",""
"Bank Floating Month End Exchange Rates  (USD per National Currency)","TS_GP_ER_FMEERUSD_M.E00250","Month End USD per PKR","30-Jun-1949",".30225","USD","Normal",""
"Bank Floating Month End Exchange Rates  (USD per National Currency)","TS_GP_ER_FMEERUSD_M.E00250","Month End USD per PKR","31-May-1949",".30225","USD","Normal",""
"Bank Floating Month End Exchange Rates  (USD per National Currency)","TS_GP_ER_FMEERUSD_M.E00250","Month End USD per PKR","30-Apr-1949",".30225","USD","Normal",""
"Bank Floating Month End Exchange Rates  (USD per National Currency)","TS_GP_ER_FMEERUSD_M.E00250","Month End USD per PKR","31-Mar-1949",".30225","USD","Normal",""
"Bank Floating Month End Exchange Rates  (USD per National Currency)","TS_GP_ER_FMEERUSD_M.E00250","Month End USD per PKR","28-Feb-1949",".30225","USD","Normal",""
"Bank Floating Month End Exchange Rates  (USD per National Currency)","TS_GP_ER_FMEERUSD_M.E00250","Month End USD per PKR","31-Jan-1949",".30225","USD","Normal",""
"Bank Floating Month End Exchange Rates  (USD per National Currency)","TS_GP_ER_FMEERUSD_M.E00250","Month End USD per PKR","31-Dec-1948",".30225","USD","Normal",""
"Bank Floating Month End Exchange Rates  (USD per National Currency)","TS_GP_ER_FMEERUSD_M.E00250","Month End USD per PKR","30-Nov-1948",".30225","USD","Normal",""
"Bank Floating Month End Exchange Rates  (USD per National Currency)","TS_GP_ER_FMEERUSD_M.E00250","Month End USD per PKR","31-Oct-1948",".30225","USD","Normal",""
"Bank Floating Month End Exchange Rates  (USD per National Currency)","TS_GP_ER_FMEERUSD_M.E00250","Month End USD per PKR","30-Sep-1948",".30225","USD","Normal",""
"Bank Floating Month End Exchange Rates  (USD per National Currency)","TS_GP_ER_FMEERUSD_M.E00250","Month End USD per PKR","31-Aug-1948",".30225","USD","Normal",""
"Bank Floating Month End Exchange Rates  (USD per National Currency)","TS_GP_ER_FMEERUSD_M.E00250","Month End USD per PKR","31-Jul-1948",".30225","USD","Normal",""
"Bank Floating Month End Exchange Rates  (USD per National Currency)","TS_GP_ER_FMEERUSD_M.E00250","Month End USD per PKR","30-Jun-1948",".30225","USD","Normal",""
"Bank Floating Month End Exchange Rates  (USD per National Currency)","TS_GP_ER_FMEERUSD_M.E00250","Month End USD per PKR","31-May-1948",".30225","USD","Normal",""
"Bank Floating Month End Exchange Rates  (USD per National Currency)","TS_GP_ER_FMEERUSD_M.E00250","Month End USD per PKR","30-Apr-1948",".30225","USD","Normal",""
"Bank Floating Month End Exchange Rates  (USD per National Currency)","TS_GP_ER_FMEERUSD_M.E00250","Month End USD per PKR","31-Mar-1948",".30225","USD","Normal",""
"Bank Floating Month End Exchange Rates  (USD per National Currency)","TS_GP_ER_FMEERUSD_M.E00250","Month End USD per PKR","29-Feb-1948",".30225","USD","Normal",""
"Bank Floating Month End Exchange Rates  (USD per National Currency)","TS_GP_ER_FMEERUSD_M.E00250","Month End USD per PKR","31-Jan-1948",".30225","USD","Normal",""
"Bank Floating Month End Exchange Rates  (USD per National Currency)","TS_GP_ER_FMEERUSD_M.E00250","Month End USD per PKR","31-Dec-1947",".30225","USD","Normal",""
"Bank Floating Month End Exchange Rates  (USD per National Currency)","TS_GP_ER_FMEERUSD_M.E00250","Month End USD per PKR","30-Nov-1947",".30225","USD","Normal",""
"Bank Floating Month End Exchange Rates  (USD per National Currency)","TS_GP_ER_FMEERUSD_M.E00250","Month End USD per PKR","31-Oct-1947",".30225","USD","Normal",""
"Bank Floating Month End Exchange Rates  (USD per National Currency)","TS_GP_ER_FMEERUSD_M.E00250","Month End USD per PKR","30-Sep-1947",".30225","USD","Normal",""
"Bank Floating Month End Exchange Rates  (USD per National Currency)","TS_GP_ER_FMEERUSD_M.E00250","Month End USD per PKR","31-Aug-1947",".30225","USD","Normal",""
